timestamp,alert_level,alert_reason,crest_factor,dominant_freq,freq_drift_percent,peak_accel,temperature,total_rms,位移X,位移Y,位移Z,加速度X,加速度Y,加速度Z,加速度幅值X,加速度幅值Y,加速度幅值Z,温度,速度X,速度Y,速度Z,频率X,频率Y,频率Z
1783933366.355,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933367.368,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933368.381,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933369.394,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933370.397,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933371.403,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933372.415,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933373.427,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933374.44,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933375.452,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933376.463,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933377.47,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933378.475,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933379.478,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933380.489,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933381.502,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933382.514,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933383.526,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933384.539,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933385.543,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933386.555,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933387.568,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933388.581,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933389.594,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933390.606,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933391.619,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933392.631,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933393.643,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933394.656,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933395.67,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933396.677,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933397.69,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933398.703,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933399.715,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933400.728,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933401.742,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933402.747,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933403.751,正常,,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0.0,0.0,0.0,0.0,0.0,0.0
1783933404.755,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933405.761,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933406.767,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933407.773,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933408.777,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933409.794,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933410.799,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933411.812,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933412.826,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933413.84,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933414.853,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933415.867,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933416.883,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933417.897,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933418.909,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933419.924,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933420.939,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933421.954,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933422.968,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933423.982,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933424.986,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933425.995,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933426.999,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933428.004,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933429.019,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933430.034,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933431.047,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933432.061,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933433.075,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933434.089,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933435.104,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933436.112,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933437.127,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933438.142,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933439.15,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933440.155,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933441.169,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933442.183,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933443.197,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933444.211,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933445.225,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933446.238,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933447.252,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933448.266,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933449.281,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933450.286,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933451.291,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933452.296,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933453.31,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933454.321,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933455.325,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933456.339,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933457.351,正常,,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,0.0,0.0,0.0,0.0
1783933458.365,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933459.378,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933460.392,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933461.399,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933462.403,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933463.408,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933464.416,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933465.428,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933466.443,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933467.458,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933468.463,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933469.471,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933470.485,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933471.497,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933472.511,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933473.523,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933474.531,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933475.536,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933476.549,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933477.563,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933478.577,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933479.59,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933480.604,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933481.618,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933482.631,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933483.635,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933484.647,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933485.66,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933486.671,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933487.683,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933488.687,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933489.699,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933490.711,正常,,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.0,0.0,0.0,0.0,0.0,0.0
1783933491.724,正常,,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0
1783933492.728,正常,,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0
1783933493.74,正常,,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0
1783933494.752,正常,,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0
1783933495.765,正常,,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0
1783933496.776,正常,,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0
1783933497.788,正常,,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0
1783933498.792,正常,,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0
1783933499.796,正常,,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0
1783933500.799,正常,,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0
1783933501.803,正常,,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0
1783933502.815,正常,,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0
1783933503.818,正常,,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0
1783933504.83,正常,,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0
1783933505.842,正常,,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.94,0.0,0.0,0.0,0.0,0.0,0.0
